"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City","Location"
"v9jk","Ming Li Eating House (Sims Avenue)","Chinese","4.5","(500+)","Singapore",""
"t6fd","Richie's Puff & Cafe (Tanglin Halt Road)","Asian","4.5","(100+)","Singapore",""
"x7dn","Faith & Aaron Mini Hotpot (Redhill)","Singaporean","4.9","(86)","Singapore",""
"cspn","The Coco Rice (Seng Poh Road)","Nasi Lemak","2.7","(23)","Singapore",""
"j81v","Punch (North Canal)","Sandwiches","4.9","(46)","Singapore",""
"cohe","Haldi - The Taste Of India (Boat Quay)","Indian","3","(9)","Singapore",""
"k2wf","Old Shifu Charcoal Porridge (Tiong Bahru)","Porridge","4.2","(500+)","Singapore",""
"s4og","P.Osh (Kovan)","Dessert","4.8","(100+)","Singapore",""
"hi2o","Hua Fatt Coffee & Toast (AMK 628 Hawker Centre)","Asian","4.8","(12)","Singapore",""
"smoo","Super Shiok Nasi Lemak (Tiong Bahru)","Nasi Lemak","4.4","(100+)","Singapore",""
"s3wd","Coq & Balls (kim Tian Road)","Western","4.2","(100+)","Singapore",""
"x2av","BBQ Friend (Lim Tua Tow Road)","Korean","3.9","(100+)","Singapore",""
"x5yo","Chen Mei Shi Lorong Mee (Tanglin Halt Road)","Noodles","4.5","(100+)","Singapore",""
"y1bh","Little Elephant SG Thai Bistro (Eng Hoon)","Thai","4.8","(100+)","Singapore",""
"b6i9","Xin Lao You Ji Fishhead Steamboat Seafood Restaurant (Outram Road)","Asian","4.9","(45)","Singapore",""
"c6ku","Le Le Pot (Seng Poh)","Chinese","4.2","(59)","Singapore",""
"ay52","Ju Bin Yuan 聚宾园 (Geylang)","Chinese","3.7","(25)","Singapore",""
"kfgy","Tongue Thai'D (Kai Fook Mansion)","Thai","3","(13)","Singapore",""
"yzud","Sushi-GO (Marina Square)","Japanese","3.8","(5)","Singapore",""
"zd0y","Lucky Saigon (17 North Canal Rd) - Islandwide Delivery","Vietnamese","3.3","(15)","Singapore",""
"g4vi","Straits Chinese Nonya Restaurant (Esplanade Mall)","Singaporean","3","(7)","Singapore",""
"s9zt","Tong Fu Ju Sichuan Restaurant (Boat Quay)","Chinese","4","(100+)","Singapore",""
"d0gv","Kohaku Sabo (133 New Bridge Road)","Japanese","5","(2)","Singapore",""
"x4os","Lucky Seafood Restaurant (Sims Avenue)","Seafood","4.3","(100+)","Singapore",""
"kxzr","Tea Wiches (ITE College Central)","Sandwiches","4","(21)","Singapore",""
"g3uu","Zi Yean Restaurant (Lengkok Bahru)","Chinese","4.4","(100+)","Singapore",""
"y6zp","He Ping Claypot Rice Restaurant (Sims Avenue)","Chinese","4.3","(100+)","Singapore",""
"stv4","Kim's Singapore  (Circular Road)","Hokkien Mee","3.6","(65)","Singapore",""
"p1qh","Kook Kai Thaifood (238 Geylang Rd)","Thai","4.3","(100+)","Singapore",""
"mkgp","Masa-lah House (79 Circular Rd)","Indian","1","(1)","Singapore",""
"w8cb","Lucky Cafe (North Canal)","Chinese","4.6","(3000+)","Singapore",""
"x3nf","Indian Multi Cuisine Restaurant (Indian House)","Indian","4.4","(100+)","Singapore",""
"y7yw","Pin Sheng Teochew Bak Chor Mee (Eng Hoon Street)","Chinese","4.7","(100+)","Singapore",""
"mu62","Omoomo Food Concepts (Kallang) - Islandwide Delivery","Japanese","1","(1)","Singapore",""
"y5ug","Xiao Jiang Lv Mala Hotpot 小酱驴麻辣香锅 (Nanyang Polytechnic)","Mala Xiang Guo","4.9","(9)","Singapore",""
"w8lb","High Street Tai Wah Pork Noodles (Hong Lim Market & Food Centre)","Ban Mian","4.3","(100+)","Singapore",""
"atql","Bao Tian Xia (People's Park Complex) - Islandwide Delivery","Dim Sum ","5","(4)","Singapore",""
"ya9c","古月面 - The Noodle Memories (Hong Lim Market & Food Centre)","Noodles","5","(43)","Singapore",""
"x6ig","Tiong Bahru Yong Tao Hu (Eng Hoon Street)","Yong Tau Foo","4.6","(100+)","Singapore",""
"x8qj","Foodcoholic (Raffles Place)","Indian","3.9","(100+)","Singapore",""
"zw71","Hot Shotz (Canton Street)","American","3.6","(60)","Singapore",""
"a7d1","Quick Muthu (Indian curry rice) (531A UPPER CROSS STREET)","Indian","5","(1)","Singapore",""
"al4c","Deadfall Hawkeria (16 North Canal)","International","5","(2)","Singapore",""
"y4ve","Chicken Haven (2 Ang Mo Kio Dr)","Chicken","4.6","(100+)","Singapore",""
"qgw9","The Shelter (150 South Bridge Rd)","Western","5","(1)","Singapore",""
"w9yq","Juicecare (Bukit Merah View Market & Hawker Centre)","Beverages","4.5","(26)","Singapore",""
"t8mn","Pizza D'France (Upper Serangoon Shopping Centre) - Islandwide Delivery","Pizza","5","(11)","Singapore",""
"zziq","Gustopizze (Sims Urban Oasis)","Pizza","4.3","(5)","Singapore",""
"j3ib","Boon Cafe (ITE College Central) - Islandwide Delivery","International","5","(2)","Singapore",""
"w6rt","Harvest Seafood Restaurant (Boat Quay)","Chinese","1.3","(2)","Singapore",""
"qakh","Saporita (Raffles Avenue)","Pasta","4.5","(30)","Singapore",""
"zkg8","Vintagetree Ayam Penyek (Ite College Central)","Ayam Penyet","3.8","(65)","Singapore",""
"w6we","Gyoza Bar (North Canal)","Ramen","4.9","(28)","Singapore",""
"a7li","Ah Heng Duck Rice (Hong Lim Market & Food Centre)","Chinese","3.6","(43)","Singapore",""
"r4bp","Al Capone's (Kallang Wave Mall)","Pizza","4.7","(23)","Singapore",""
"din3","Hainan Western By Deli Delight (Kampong Ampat)","Western","4","(1)","Singapore",""
"rt9u","Hong Kong Street Cheng Ji (Ghim Moh)","Singaporean","4.4","(80)","Singapore",""
"tp95","R&D Wanton Mee (Bukit Merah)","Noodles","4.3","(100+)","Singapore",""
"zp11","Mee So Nice (Joo Seng Rd)","Chinese","4.5","(100+)","Singapore",""
"b8pv","Xi Shi Fu Vegetarian 惜施福素食阁 (Bukit Merah)","Vegetarian","3.9","(100+)","Singapore",""
"xn5k","Ri Ri Hong Mala Hotpot (159A Hougang Street 11)","Mala Xiang Guo","4.4","(100+)","Singapore",""
"yx7x","Hock Ann Prawn Noodle & Lor Mee - Bukit Merah View Market (115 Bukit Merah View)","Noodles","4","(37)","Singapore",""
"j9hd","Happy Duck Braised Duck . Kway Chap (Bukit Merah)","Chinese","4.4","(100+)","Singapore",""
"v8ti","Old Chengdu Sichuan Cuisine Restaurant (Pagoda Street)","Chinese","4.5","(500+)","Singapore",""
"s8ye","Koung's Wanton Noodles (Sims Avenue)","Chinese","4.6","(100+)","Singapore",""
"s3u1","Jaguarita's (The Metropolis)","Salads","4.6","(100)","Singapore",""
"n1vr","Eggwich (Dunearn)","Healthy","4.9","(3)","Singapore",""
"h6zj","The Trend cafe-bistro (Chinatown)","American","5","(1)","Singapore",""
"vtcj","238 Kitchen 238小炒 (37 Jln Rumah Tinggi)","Chinese","4.2","(8)","Singapore",""
"mjyb","Super Coco (Kensington Square)","Same price in-store","3.5","(23)","Singapore",""
"fca7","Khadijah Kitchen (Geylang Road)","Indian","4.2","(13)","Singapore",""
"w5dq","Xin Lu Fishball Noodle (Mei Ling Market & Food Centre)","Noodles","4.6","(100+)","Singapore",""
"y7xr","Kopi Xpress (Chinatown MRT Station)","Singaporean","4.1","(100+)","Singapore",""
"g5cr","Professor Brawn Bistro (Enabling Village)","Tea","4.9","(71)","Singapore",""
"s5qv","Si Chuan Dou Hua Restaurant (Uob Plaza)","Chinese","4.6","(100+)","Singapore",""
"ewen","D Bento (159 Mei Chin Rd)","Seafood","4.3","(49)","Singapore",""
"r86p","Wild Crumbs (Biomedical Grove)","Sandwiches","3.4","(7)","Singapore",""
"yopg","Hui Wei Prawns Noodle & Lor Mee (Meiling Market)","Noodles","4.7","(99)","Singapore",""
"yfdf","The Butcher's Wife (19 Yong Siak St) - Islandwide Delivery","Healthy","4.7","(8)","Singapore",""
"on6e","Japanese Curry Rice (ITE College Central)","Chicken","4.3","(28)","Singapore",""
"x4dr","Whiskit Bakery & Cafe (Dover)","Cakes","4.5","(64)","Singapore",""
"x1lc","La Haha Mala 辣哈哈麻辣 (Jalan Membina)","Chinese","4.5","(83)","Singapore",""
"it1c","Hi Banh Mi! (Geylang Road)","Coffee","4.8","(9)","Singapore",""
"z74l","SUPERBONE (68 Smith St,)","Thai","5","(1)","Singapore",""
"ldes","Xiang Ju Singapore 湘聚中餐厅 (42 Mosque St) - Islandwide Delivery","Asian","5","(10)","Singapore",""
"w3vz","Chilli Up Hunan Cuisine (53 Temple St)","Chinese","5","(43)","Singapore",""
"w6jk","Beppu Menkan Restaurant (Pickering Street)","Ramen","4.8","(37)","Singapore",""
"fsyv","Nasi Ayam Lombok by uulicious (18 Cross St)","Malaysian","3.1","(47)","Singapore",""
"x3iy","The Lawn (Biopolis Way) (pandago)","Western","4","(100+)","Singapore",""
"g6ps","Stuffed & Sip (Neuros)","Chinese","3.3","(3)","Singapore",""
"y7nz","Yi Xin Vegetarian Food (Temple Street)","Malaysian","4.7","(500+)","Singapore",""
"xqxe","The HandBurger (Metropolis)","Burgers","2.8","(34)","Singapore",""
"s3nd","Folks Collective (Cross Street Exchange)","Thai","4.8","(100+)","Singapore",""
"cj3y","Thirsty Horse Bar & Bistro (Entrepreneur Centre)","Chicken","4.1","(9)","Singapore",""
"ohvn","Tong Fong Fatt (Ghim Moh Rd Hawker Center)","Singaporean","3.9","(63)","Singapore",""
"z5gk","YUAN 原 (18 Cross St)","Asian","4","(7)","Singapore",""
"s9iu","Aglioolio (China Square)","Pasta","4.7","(100+)","Singapore",""
"x8ca","K.K Beans (Ghim Moh Hawker Centre)","Beverages","3.7","(100+)","Singapore",""
"ofnt","Creamier (Tiong Bahru) - Islandwide Delivery","Dessert","5","(1)","Singapore",""
"v4om","Grapevine Cafe Bar & Restaurant (Upper Serangoon Road)","Western","4.4","(100+)","Singapore",""
"wip7","Crooked Bowls (Cross Street)","Rice Dishes","4.6","(100+)","Singapore",""
"ket7","Red Ginger Thai Cuisine (Biomedical Grove)","Thai","3.3","(13)","Singapore",""
"y2dc","Ice On You (20 Ghim Moh Road Market & Food Centre)","Tea","4.7","(100+)","Singapore",""
"g4ap","Wine Mansion Aljunied Atrix (Geylang)","Western","5","(2)","Singapore",""
"sv11","Pallakkuoly Prata Power (20 Ghim Moh Road Market & Food Centre)","Indian","4.1","(41)","Singapore",""
"vvjk","Soi 19 Thai Wanton Mee (Metropolis)","Chinese","4.8","(31)","Singapore",""
"yki7","Fortune Garden 吉祥苑 (Pagoda Street)","Chinese","3.4","(13)","Singapore",""
"qrxf","Pulpo Borracho (3 Pickering St)","Spanish","1","(1)","Singapore",""
"w5my","Tuan Yuan Pork Ribs Soup (Tiong Bahru)","Chinese","4.8","(500+)","Singapore",""
"s8sd","Taj Authentic Indian Cuisine (South Bridge)","Indian","4.3","(100+)","Singapore",""
"x1ph","Yi En Vegetarian (Capitaspring)","Singaporean","4.6","(100+)","Singapore",""
"v5cu","2D1N Soju Bang (Tanjong Pagar)","Korean","3.9","(100+)","Singapore",""
"v8li","Parkway At One North (Buona Vista)","Thai","4.7","(100+)","Singapore",""
"v5tm","Watami Japanese Dining (Star Vista)","Japanese","4.5","(500+)","Singapore",""
"higk","Bibim (25 China St)","Korean","4.2","(91)","Singapore",""
"m4tu","Raj Restaurant (Biopolis Way)","Chicken","4.4","(100+)","Singapore",""
"e2dl","Kazbar (Capital Square)","Japanese","4.7","(100+)","Singapore",""
"gml5","Crispy Parata&Fish curry @ Eastern Singapore (560 MacPherson Rd)","Western","4.2","(5)","Singapore",""
"uwi7","AAA Mokita Chill & Thrill Restaurant (Macpherson Road)","Malaysian","4.1","(100+)","Singapore",""
"w9ro","Surrey Hills Deli (Raffles)","Sandwiches","4.3","(8)","Singapore",""
"zlij","The Original Vadai (Aljunied MRT)","Indian","3.6","(25)","Singapore",""
"gzel","Tsukimi Hamburg (Capital Spring)","Japanese","5","(44)","Singapore",""
"j57g","Ah Wang Fish Soup & Ban Mian (Buona Vista Drive)","Soups","4.5","(54)","Singapore",""
"qcj7","Jjigae Jjigae (Raffles Place)","Korean","4.9","(10)","Singapore",""
"y7fa","Grain (Burn Road)","Healthy","4.5","(100+)","Singapore",""
"w5kp","Gillman Seafood Restaurant (Cfm Building)","Chinese","4.3","(500+)","Singapore",""
"u1mq","Guo Da Xia Mala Tang 锅大侠麻辣烫 (Market Street)","Rice Dishes","3.1","(14)","Singapore",""
"s9cj","Lai Huat Signatures (China Street)","Chinese","4.5","(100+)","Singapore",""
"fvtp","KING BURGER & BBQ RESTAURANT (560 MacPherson Rd) -  Restaurant Delivery","Indian","1.6","(2)","Singapore",""
"x7wb","Tang Pin (MOE)","Soups","4.6","(70)","Singapore",""
"mlzh","Chop Kin Mee (Phillip Street)","Noodles","3.4","(10)","Singapore",""
"y5mz","Swirled (Market St)","Pasta","5","(13)","Singapore",""
"jx6v","Authentic Chai Chee Bak Chor Mee (Macpherson Lane)","Noodles","3.9","(42)","Singapore",""
"d695","Toss and Turn (CIMB Plaza)","Healthy","4","(1)","Singapore",""
"qmsk","Mian Mian Bu Duan Peanut Pancake (Bukit Merah)","Pancakes and Waffles","4.9","(9)","Singapore",""
"tnpj","Foong Yi Congee 豐義 (Circuit Road)","Porridge","4","(26)","Singapore",""
"pctq","ArtiStick (Smith Street)","Chinese","4.1","(5)","Singapore",""
"pt6o","Eggwich (Star Vista)","Sandwiches","4.2","(7)","Singapore",""
"vzxo","Bytes Station (Raffles Place)","Healthy","5","(9)","Singapore",""
"n8e7","Kinzo Izakaya (42 Club Street)","Rice Dishes","4.3","(100+)","Singapore",""
"svtw","Genius Central (Far East Square) - Islandwide Delivery","Healthy","4.5","(12)","Singapore",""
"w5vz","Yin Ji Chang Fen Dian 银记肠粉店 (Far East Square)","Chinese","4.6","(100+)","Singapore",""
"rtwj","香港車仔麵之家 Hong Kong Little Cart Noodle House (Amoy Street)","Asian","4","(48)","Singapore",""
"x2sl","Vietnam Cuisine (Serangoon North Avenue 5)","Ban Mian","4.5","(100+)","Singapore",""
"hdib","Good Kopi (Bukit Merah Central)","Malaysian","2","(1)","Singapore",""
"z51t","POTMASTER (335 Smith St)","Asian","3","(27)","Singapore",""
"w7zt","Dancing Char Kway Teow (Circuit Road)","Noodles","4.3","(100+)","Singapore",""
"coqg","Ju Xiang Yan Homemade Delight 聚香缘家乡小厨 (Macpherson Lane)","Mala Xiang Guo","4","(33)","Singapore",""
"i9vc","UPSHOT COFFEE (One Raffles Place)","Coffee","5","(26)","Singapore",""
"ubtm","Fish Soup Paradise (30 Raffles Pl)","Seafood","4.2","(100+)","Singapore",""
"c2k8","Heng Heng Pig's Organ Soup, Fish Soup (Circuit Road)","Soups","4.4","(53)","Singapore",""
"wma1","Nong May Thai Food (Chinatown)","Thai","2.7","(32)","Singapore",""
"yugv","DINOBITES (82 Playfair Road)","Chinese","5","(2)","Singapore",""
"v8be","Urban Mix (One Raffles Place)","Healthy","4.7","(1000+)","Singapore",""
"giq3","Porridge Boy (Far East Square)","Chinese","4.1","(17)","Singapore",""
"y7eh","O'Coffee Club (Academia)","Pizza","4.6","(100+)","Singapore",""
"sfvr","Jia Rui Yipin Restaurant (Smith Street)","Chinese","4.6","(21)","Singapore",""
"m1gk","The Good Boys (Raffles Place)","Western","4.9","(100+)","Singapore",""
"kb4j","Wang Fu Roasted Delight (Bukit Merah Central)","Rice Dishes","3","(21)","Singapore",""
"x6xq","Heybo (Republic Plaza)","Healthy","4.5","(100+)","Singapore",""
"sw7j","66 Mala - Sha Mei Mala Xiang Guo (Telok Ayer)","Mala Xiang Guo","4.1","(100+)","Singapore",""
"v2xm","Savanh Bar & Bistro by Indochine (Club Street)","Pho","4.3","(62)","Singapore",""
"cb6y","QĪN Restaurant and Bar (Cross Street)","Tea","5","(5)","Singapore",""
"l80b","Ai-CHA (CIMB Plaza)","Beverages","3.2","(3)","Singapore",""
"banh","Si Ya Foods Mala Hotpot (370 Alexandra Road)","Chinese","2.9","(7)","Singapore",""
"i7vp","The Food Peeps (Sago Street)","0 min","4.3","(100+)","Singapore",""
"k7dd","Le Petit Croissant (16 Collyer Quay)","French","5","(12)","Singapore",""
"vafd","Acai Brother Singapore (Alexandra)","Acai Bowl","4.5","(49)","Singapore",""
"c5gb","Mazzo Restaurant & Bar (Raffles Place)","Seafood","4.9","(15)","Singapore",""
"gf2g","Tummy Delights (Raffles Place)","Asian","4.8","(4)","Singapore",""
"qqiz","Salt Fried Chicken And Herbal Soups (Old Airport Road)","Malaysian","4.5","(30)","Singapore",""
"yc1d","House of Claypot (145 Upper Paya Lebar Rd)","Singaporean","4.5","(58)","Singapore",""
"uw2c","Tian Wang 甜旺 (Jalan Besar)","Asian","4.7","(100+)","Singapore",""
"k12g","Cha Re Re (Raffles Place)","Korean","4.9","(9)","Singapore",""
"cey7","Lucky Stars Roasted Delights (145 Upper Paya Lebar Rd)","Chicken Rice","4.2","(11)","Singapore",""
"ehje","Good Western (Bukit Merah Central)","Western","4.4","(4)","Singapore",""
"kour","Ah Orh Seafood Restaurant  (Jalan Bukit Merah)","Fried Rice","4.8","(4)","Singapore",""
"x2qc","Cedele Bakery Cafe (Republic Plaza)","Sandwiches","4.7","(72)","Singapore",""
"h5r1","Kou Wei Ban Mian (China Square)","Ban Mian","4","(20)","Singapore",""
"mfb9","Phieu Bubble Tea & Coconut Milkshake (Republic Plaza)","Asian","5","(2)","Singapore",""
"y1kd","Xiao Chu Xiao Zhuo (小厨小酌)","Chinese","4.3","(100+)","Singapore",""
"mgii","Subarashii Shokudo (Republic Plaza)","Japanese","5","(21)","Singapore",""
"r6lf","Arcade Fruits (Collyer Quay)","Beverages","4.9","(100+)","Singapore",""
"a6as","Aussie Roll (Raffles Place)","Seafood","4.5","(100+)","Singapore",""
"y9kf","Les Bouchons (Ann Siang)","French","2.7","(20)","Singapore",""
"mg35","Bao Fa Cha Chaan Teng 包發茶餐廳 (Upper Paya Lebar Road)","Chinese","3.9","(49)","Singapore",""
"s9vu","CALI (Rochester)","Pizza","4.2","(1000+)","Singapore",""
"e6we","Project Penyek by Ansar (Bukit Merah)","Ayam Penyet","4.7","(100+)","Singapore",""
"iux0","Fish Soup Paradise (Republic Plaza)","Seafood","4.5","(65)","Singapore",""
"fny6","Yarana (Stadium Road)","Indian","4","(26)","Singapore",""
"x5mp","Thai Village Restaurant (Indoor Stadium)","Thai","4.4","(16)","Singapore",""
"y8fs","Marukyu Japanese Dining (Telok Ayer)","Sushi","3.8","(26)","Singapore",""
"go2w","Obba BBQ & Jjajang (21, Amoy Street)","Korean","1","(1)","Singapore",""
"rani","Maxi Coffee Bar (Ann Siang Hill)","Coffee","4.4","(53)","Singapore",""
"rnyq","Teiyoshiya (Telok Ayer Street)","Japanese","4.3","(5)","Singapore",""
"ys87","Bagelwich (Parksuite)","Burgers","2.2","(2)","Singapore",""
"gjrg","Bento Thai (Bukit Merah Central)","Soups","4.9","(17)","Singapore",""
"x9ea","Hoo Kee Bak Chang (Bukit Merah)","Chinese","4","(33)","Singapore",""
"mlks","Hai Liang Mala Hotpot Chicken Pot 海亮麻辣香锅鸡公煲 (Upper Paya Lebar)","Chicken","2","(23)","Singapore",""
"j944","The Bowl Story (Jalan Bukit Merah)","Rice Dishes","4.3","(65)","Singapore",""
"mb7u","Candy's Viet Kitchen (Bukit Merah Central)","Noodles","4.4","(100+)","Singapore",""
"hk4a","Canadian Pizza (Alexandra Central)","Pizza","4.2","(100+)","Singapore",""
"cfbn","Pang Pang Kitchen- Grandma's Hainanese Recipes (Ind Park 2)","Asian","3.6","(11)","Singapore",""
"vzg3","Hydeout (Collyer Quay)","Curry","4.4","(2)","Singapore",""
"cr0d","Eightisfy Western (Bukit Merah Central)","American","4.3","(51)","Singapore",""
"w1mk","L'operetta Corner Bar (Boon Tat Street)","Pasta","4.4","(12)","Singapore",""
"w5wr","Sarnies (Telok Ayer)","Coffee","4.5","(100+)","Singapore",""
"zqgp","SANTI'S Singapore (138 Telok Ayer ST) - Islandwide Delivery","Pizza","4.4","(3)","Singapore",""
"o5v9","Hofuna Jap Cuisine (Tai Seng Point)","Japanese","3","(1)","Singapore",""
"bjkw","Legend Wanton Mee (1002 Bukit Merah Central)","Asian","5","(1)","Singapore",""
"w4dq","Jjak & Co (Irving Road)","Rice Dishes","4.5","(1000+)","Singapore",""
"a3r1","Blue Label Pizza & Wine (28 Ann Siang Rd) - Islandwide Delivery","Pizza","3","(35)","Singapore",""
"x1xg","Eat 3 cuts - Zombie - Closed","Chinese","3.1","(22)","Singapore",""
"i4m6","Big Bakery (Upper Paya Lebar Road)","Snacks","4.9","(5)","Singapore",""
"x4ka","Chico Loco Mexican Rotisserie & Bar (Amoy Street)","Mexican","4.5","(100+)","Singapore",""
"s3nm","Wine Mansion Bistro (Keong Saik)","Pizza","3.6","(61)","Singapore",""
"ju9i","Dickey’s Barbecue Pit (Keong Saik Road)","Western","3.8","(92)","Singapore",""
"my2d","TripletS (Singapore General Hospital)","Pancakes and Waffles","4.9","(25)","Singapore",""
"beof","Shima's Kitchen (Harper Road)","Malaysian","4.9","(100+)","Singapore",""
"tr04","Taste of Korea Jjin (Amoy Street)","Korean","3.6","(40)","Singapore",""
"zzd0","THAMBI'S BRIYANI (Bukit Merah)","Indian","4.9","(32)","Singapore",""
"ybve","Bowl & Bowl Fried Rice (Taiseng)","Fried Rice","4.8","(100+)","Singapore",""
"vtey","The Soy Inc (Alexandra Central Mall)","Beverages","4.7","(11)","Singapore",""
"v6v3","Rice & Spice Indian Cuisine (Print Media Hub)","Indian","4.4","(65)","Singapore",""
"qunn","Tiong Bahru Fishball Noodle (Telok Ayer)","Noodles","4.8","(34)","Singapore",""
"vezz","#HTAG CAFE (Tai Seng Centre)","Sandwiches","4.9","(100+)","Singapore",""
"w2bs","Chopsticks by the Asian Kitchen (One Raffles Quay)","Chicken","4.8","(100+)","Singapore",""
"lei9","13% Wine Bistro (Telok Ayer Street)","Mediterranean","4.9","(5)","Singapore",""
"x7me","Jing Hua (Neil Road)","Chinese","4.7","(100+)","Singapore",""
"a8yq","Senshi Sushi & Grill (Dorsett Singapore)","Sushi","4.5","(6)","Singapore",""
"j6fp","L'Entrecôte The Steak & Fries Bistro (Customs House) - Islandwide Delivery","Sandwiches","4.8","(4)","Singapore",""
"a7d2","Ryu Taro Yakitori (Tanjong Pagar)","Japanese","2.4","(36)","Singapore",""
"n094","Savourie Spice - - Closed","Malaysian","3.3","(14)","Singapore",""
"q4mp","Hup Hup Mee Siam (Circuit Road)","Noodles","4.5","(100+)","Singapore",""
"av59","CocoBoss (Alexandra Central)","Beverages","4.7","(100+)","Singapore",""
"l2zx","Grain Traders (Capita Green) - Islandwide Delivery","Healthy","3.9","(18)","Singapore",""
"hgrx","Coffee Bandits (213 Henderson Rd)","Beverages","3.6","(3)","Singapore",""
"x6wg","Uptown Nasi Lemak (Telok Ayer)","Nasi Lemak","4.7","(100+)","Singapore",""
"ol91","Mei Xiang Porridge 美香粥品 (Aljunied Ave 2)","Chinese","5","(97)","Singapore",""
"v4xl","Mitsu Sushi Bar (Tanjong Pagar)","Japanese","4.8","(43)","Singapore",""
"e2jc","Yong Li Coffee Station (Aljunied)","Coffee","4.5","(75)","Singapore",""
"hjjf","Li Xin Teochew Fishball Noodles (The Shoppes At Marina Bay Sands)","Chinese","4.9","(3)","Singapore",""
"y2ut","Pastaria Abate (Neil Road)","Pasta","4.2","(100+)","Singapore",""
"x1ze","Tl Wonderful Juice (Aljunied Crescent)","Beverages","3.9","(100+)","Singapore",""
"js92","FIVETEN @ 55","Japanese","3.5","(3)","Singapore",""
"m26w","Yeast Side (KAP Mall) - Islandwide Delivery","Pizza","5","(1)","Singapore",""
"g10z","Super Loco Customs House (Marina Bay) - Islandwide Delivery","Mexican","3.6","(10)","Singapore",""
"t02d","Curry & Braised (Geylang Road)","Malaysian","3.7","(4)","Singapore",""
"tub5","Vatos City House (Robinson Rd)","American","2.3","(5)","Singapore",""
"x4wp","Kwong Satay (Geylang Road)","Japanese","4.7","(100+)","Singapore",""
"e2cc","Fu Zhu Putian Zhu Chao (Jalan Bukit Merah)","Fried Rice","3.8","(100+)","Singapore",""
"xqor","Saigon Xpress (Serangoon North Avenue 5)","Sandwiches","4.5","(24)","Singapore",""
"q3gw","Gotti Italiano (Amoy Street)","Pizza","4.5","(15)","Singapore",""
"a150","88 Pocha + BBQ (Duxton Rd)","Korean","2.8","(4)","Singapore",""
"rno0","BOX'HA (Hong Leong Building)","Chicken","4.9","(23)","Singapore",""
"qxne","Jeffo's (Duxton Road)","Western","4.9","(11)","Singapore",""
"rpwq","Jae's Kitchen 见兴 (Grantral Mall)","Chinese","1","(1)","Singapore",""
"nnps","Fu-Men Japanese Udon & Donburi Restaurant (Raffles Quay)","Udon","5","(41)","Singapore",""
"mpw5","Mums Ngoh Hiang (Serangoon North Avenue 1)","Noodles","4.3","(10)","Singapore",""
"m5kd","Prata Master (Raffles Quay)","Indian","4","(14)","Singapore",""
"w9ss","Dumpling Darlings (Amoy Street)","Chinese","4.8","(500+)","Singapore",""
"w4sj","Hawker - Amoy Hawker Centre (Maxwell Road)","Singaporean","4.1","(100+)","Singapore",""
"cd02","Thai Chada Restaurant (Hong Leong Building)","Thai","4.7","(60)","Singapore",""
"z9rh","Hongdae Korean Restaurant (Neil Road)","Korean","4.6","(100+)","Singapore",""
"ka8a","Rong Yao Chen 荣耀城 (Ang Mo Kio)","Chinese","4.7","(42)","Singapore",""
"w4yj","Soon Heng Pork Noodles (Neil Road)","Noodles","3.9","(100+)","Singapore",""
"x5zi","Queensway Lau Tan Tutu Kueh (Queensway)","Dessert","4.4","(100+)","Singapore",""
"sscw","HANKANG POCHA 한강포차 (50 Tanjong Pagar)","Korean","4.7","(30)","Singapore",""
"i3zd","New Hong Kong Congee (Maxwell Road)","Porridge","5","(39)","Singapore",""
"ccxb","Bu Bu Gao Sheng Pancake (Neil Road)","Snacks","5","(17)","Singapore",""
"xgu6","Sura (60 Tanjong Pagar Rd)","Korean","3","(14)","Singapore",""
"id63","Papi's Tacos (Tanjong Pagar)","Mexican","4.5","(27)","Singapore",""
"boax","Saigon Signatures (118 Aljunied Ave 2)","Vietnamese","4.9","(32)","Singapore",""
"yox6","Al-Rsak Restaurant (10 Tagore Drive) - Islandwide Delivery","Indian","3","(1)","Singapore",""
"w3oz","Hawker Chan (Taiseng)","Rice Dishes","4.4","(100+)","Singapore",""
"eumx","Lucha Loco (15 Duxton Hill) - Islandwide Delivery","Mexican","4.5","(21)","Singapore",""
"b629","gomgom (Sandwiches & Bowls) (Hong Leong)","Sandwiches","4.8","(88)","Singapore",""
"b3p9","Hang Cusine (Billion Food Point) - Islandwide Delivery","Korean","5","(17)","Singapore",""
"gneg","Xiao Gang Western Food (Alexandra Village Food Centre)","Chinese","5","(1)","Singapore",""
"dz0o","Hong Yun Roasted Delights (38 AMK)","Asian","3.8","(6)","Singapore",""
"g7zy","The Famous Wanton Noodle 為民馳名雲吞麵 (120 Bukit Merah)","Singaporean","5","(39)","Singapore",""
"pbx9","Nanyang Hainanese Chicken Rice (29A Ghim Moh) - Islandwide Delivery","Asian","2.2","(2)","Singapore",""
"cptj","ZIRAP (Marina Blvd)","Korean","3","(8)","Singapore",""
"re05","Warong Pak Sapari (Lau Pa Sat)","Indonesian","4.4","(30)","Singapore",""
"x9m3","Asam Garam Street 29 (10 Tagore Drive)","0 min","5","(8)","Singapore",""
"k16p","Hao Hao Mala Tang (Bukit Timah Plaza)","Chinese","3.2","(7)","Singapore",""
"t5ij","Chan Ke Mei Shi (18 Raffles Quay)","Chinese","5","(4)","Singapore",""
"subo","Ramen Tenji (Tai Seng)","Ramen","4.2","(100+)","Singapore",""
